name,ratings,count_of_rating,company_types,hq,salary,interview_counts,jobs,benefits
ICA Edu Skills,3.8,655,Education & Training,Kolkata,1.4k,42,10,52
Global Healthcare Billing Partners,3.3,655,BPO,Chennai,3.8k,47,85,15
TIAA Global Business Services,3.7,655,Financial Services,Pune,5k,52,13,123
GKN,3.9,654,Defence & Aerospace,Pune,2.4k,44,30,83
Philips Innovation Campus,3.7,654,Software Product,Bengaluru,4.6k,58,--,49
Forbes Marshall,3.9,654,Industrial Machinery,Pune,2.8k,47,32,52
Blackrock,3.5,655,Financial Services,Gurugram,7.8k,121,--,68
InsuranceDekho,3.5,654,Internet,Gurugram,2.4k,81,79,9
Ferrero,3.9,653,Food Processing,Pune,2.1k,31,25,67
ACKO,3.3,653,Insurance,Bengaluru,3.2k,66,16,31
TVS Eurogrip,3.6,653,Auto Components,Madurai,2.2k,35,18,39
Vyapar,3.6,652,Software Product,Bengaluru,2.5k,83,114,37
The Lalit,3.3,651,Hospitality,New Delhi,1.6k,26,19,78
B.L. Kashyap & Sons,3.7,651,Engineering & Construction,Bengaluru,1.7k,70,17,49
ExportersIndia,4.9,651,Internet,New Delhi,130,32,--,11
Uno Mindarika,4.0,651,Auto Components,Gurugram,2.1k,52,--,58
UKB Electronics Limited,3.5,651,Electronics Manufacturing,Noida,2.3k,56,3,95
Sapphire Foods India,3.8,651,Hospitality,Mumbai,2k,38,24,55
Sir H. N. Reliance Foundation Hospital and Research,4.3,651,Healthcare,Mumbai,1.3k,170,32,19
Varun Motors,3.7,651,Automobile,Hyderabad,2.2k,25,1,51
IDBI Intech Limited,3.2,650,IT Services & Consulting,Mumbai,3.1k,60,5,48
Serum Institute of India,4.1,649,Biotechnology,Pune,3.5k,45,4,61
Schwing Stetter,3.8,650,Industrial Machinery,Chennai,2.7k,49,98,54
Ebixcash Global Services,3.2,649,BPO,Mumbai,2.2k,59,--,10
Avalon Technologies,3.8,649,Electronics Manufacturing,Chennai,3.5k,43,8,43
Videocon d2h,3.7,648,Internet,New Delhi,1.2k,31,--,102
Electrotherm,4.2,648,Iron & Steel,Ahmedabad,2.9k,42,6,57
Hamilton Housewares,3.8,649,Consumer Electronics & Appliances,Mumbai,2.8k,45,85,34
Action Tesa,3.9,648,Building Material,Sitarganj,1.5k,114,2,19
NoBrokerHood,2.7,648,Software Product,Bengaluru,2.1k,68,2,207
Varthana,4.0,648,NBFC,Bengaluru,1.4k,48,11,59
NRB Bearings,4.0,648,Auto Components,Chhatrapati Sambhajinagar,2.1k,53,48,65
Suraksha Diagnostic,3.6,647,Healthcare,Kolkata,1.6k,53,29,40
Sapiens,3.0,647,Software Product,Bengaluru,5.6k,67,26,66
Kirloskar Ferrous Industries,3.6,647,Iron & Steel,Koppal,2.3k,35,2,34
Sandvik Asia,4.0,646,Industrial Machinery,Pune,1.6k,33,--,92
Central Reserve Police Force,4.6,645,Government,New Delhi,1.3k,10,--,44
Maharashtra Seamless,3.5,645,Building Material,Mumbai,2.3k,63,6,40
Mount Litera Zee School,3.7,645,Education & Training,Bengaluru,1.5k,43,15,66
Manjushree Technopack,3.5,645,,Bengaluru,2.8k,50,13,58
Data Entry,4.2,645,BPO,New Delhi,1.9k,138,--,55
Turbo Energy,4.1,644,Auto Components,Chennai,2k,25,--,81
Tecnimont,3.8,645,Engineering & Construction,Mumbai,2.9k,44,77,64
Emids Technologies Limited,3.6,644,IT Services & Consulting,Bengaluru,5.1k,49,19,68
Khazana Jewellery,3.9,644,Jewellery,Chennai,1.8k,66,11,49
Reliance Jewels,3.9,644,Jewellery,Mumbai,1.3k,38,--,49
Sasken,3.5,642,IT Services & Consulting,Bengaluru,4.4k,95,50,50
NetConnectGlobal,3.1,641,IT Services & Consulting,Bengaluru,2.8k,33,164,30
Cashify,3.9,641,Internet,Gurugram,2.8k,53,9,37
Continental,3.7,641,Auto Components,Bengaluru,3.6k,59,83,51
Pyramid IT Consulting,3.2,640,IT Services & Consulting,Noida,2.9k,28,5,46
Varindera Constructions,4.4,639,Engineering & Construction,New Delhi,1.5k,51,6,29
EaseMyTrip.com,4.0,637,Travel & Tourism,New Delhi,1.4k,70,33,217
Suma Soft,3.5,636,IT Services & Consulting,Pune,3.2k,52,17,40
HDFC Asset Management Company,4.1,636,Financial Services,Mumbai,2.5k,48,--,29
Sterling Oil Exploration & Energy Production,3.5,636,Oil & Gas,Lagos,1.4k,73,5,37
Finastra,3.6,635,Software Product,Bengaluru,4.6k,63,44,73
Trigent Software,3.3,635,IT Services & Consulting,Bengaluru,4.1k,81,--,49
Eli Lilly and Company,3.2,638,Pharma,Bengaluru,5.1k,85,17,70
Annalect,3.4,635,Marketing & Advertising,Bengaluru,4.4k,83,--,18
Shriram Automall,4.0,634,Internet,New Delhi,1.4k,55,--,111
Finolex Industries,3.7,635,Building Material,Pune,2.4k,50,4,25
Einfochips,3.5,635,IT Services & Consulting,Ahmedabad,4k,80,187,52
Dr. Batras' Positive Health Clinic,3.7,633,Healthcare,Mumbai,1.1k,23,20,34
Sl Lumax,3.4,633,Auto Components,Chennai,2.4k,30,2,88
Nspira Management Services,3.7,634,Management Consulting,Hyderabad,2.6k,39,56,27
Medcode,3.7,633,IT Services & Consulting,Hyderabad,545,14,18,1
HashedIn by Deloitte,3.8,634,IT Services & Consulting,Bengaluru,6.3k,151,7,53
Okaya Power,3.8,633,Electronics Manufacturing,New Delhi,2.2k,46,7,50
Nucleus Software Exports,3.1,632,Software Product,Noida,4.3k,49,28,76
Jubilant Agri and Consumer Products,3.9,632,Chemicals,Gurugram,2k,38,--,30
Paytm Payments Services,3.1,635,FinTech,Noida,1.5k,27,2,10
Fiem Industries,3.7,632,Auto Components,Hosur,2.7k,29,11,55
IRB Infrastructure,3.9,632,Engineering & Construction,Mumbai,1.4k,30,29,57
Hpl Electric & Power,3.8,631,Electrical Equipment,Gurugram,2.3k,70,4,26
The Saraswat Co-operative Bank,3.1,632,Banking,Mumbai,3.2k,30,2,27
Kajaria Ceramics,3.8,631,Building Material,New Delhi,2.1k,32,6,47
CSM Technologies,4.0,631,IT Services & Consulting,Bhubaneswar,2.2k,36,16,24
Royaloak Incorporation,3.6,631,Furniture & Furnishing,Bengaluru,1.6k,43,8,15
Renovision Automation Services,3.3,630,IT Services & Consulting,New Delhi,1.8k,27,14,38
Sudarshan Chemical Industries,3.8,630,Chemicals,Roha,2.8k,36,11,50
Crowne Plaza,4.1,630,Hospitality,New Delhi,1.3k,23,--,109
Godrej Industries,4.0,630,Real Estate,Mumbai,2.9k,60,164,63
ITC Limited Foods Division,4.0,629,Food Processing,Bengaluru,2k,79,--,64
Mrs Bector's Food Specialities,3.8,631,Hospitality,Greater Noida,2k,34,22,34
Heidelberg Cement,3.9,628,Building Material,Damoh,2k,37,1,43
Sintex Industries,4.0,628,Industrial Machinery,Ahmedabad,2k,26,10,57
Cyfuture,2.9,629,Emerging Technologies,Noida,2.8k,110,40,71
Shivam Autotech,3.5,627,Auto Components,Gurugram,2.3k,37,4,44
Aster Dm Healthcare,3.7,627,Healthcare,Bengaluru,3.1k,60,90,32
C5i,4.2,627,Analytics & KPO,Bengaluru,3k,55,19,32
Rocket India,4.0,626,Financial Services,Chennai,3.8k,120,16,38
Toyoda Gosei Minda,4.2,627,Auto Components,Neemrana,1.9k,34,--,55
Becton Dickinson,3.9,625,Medical Equipment,Bengaluru,3.5k,38,39,47
Super Smelters,3.7,625,Iron & Steel,Asansol,2.1k,42,--,44
Mavenir Systems,3.4,624,IT Services & Consulting,Bengaluru,3.6k,63,17,48
BMC Software,3.9,624,Software Product,Pune,3.9k,52,57,82
IKEA,4.0,624,Retail,Bengaluru,2.3k,53,2,60
Bharat Biotech International,3.1,625,Biotechnology,Hyderabad,2.3k,67,6,39
FNP,3.7,624,Retail,New Delhi,2.5k,79,15,31
Gestamp,3.7,624,Auto Components,Pune,2.2k,26,3,67
ThoughtWorks,3.9,623,IT Services & Consulting,Bengaluru,7.3k,178,13,50
AgroStar,3.9,623,Agriculture,Pune,1.6k,63,1,67
Family Health Plan,3.7,624,Insurance,Hyderabad,2.1k,48,5,34
Ongc Petro Additions,4.0,623,Petrochemicals,Bharuch,3.3k,36,--,76
Karvy Stock Broking,3.6,622,,Hyderabad,1.5k,9,--,67
Netmeds.com,3.8,622,Pharma,Chennai,2.3k,50,--,29
BT E Serv,3.9,622,BPO,Kolkata,2.7k,55,1,131
Ofbusiness,3.0,621,Internet,Gurugram,2.7k,52,82,24
Pinnacle,3.5,620,IT Services & Consulting,Durgapur,3k,63,24,54
HLL Lifecare,3.7,620,Healthcare,Thiruvananthapuram,1.8k,49,5,42
Grab A Grub Services,3.9,621,Logistics,Mumbai,1.9k,38,1,31
Consulting Engineers Group,4.0,620,Engineering & Construction,Jaipur,1.8k,49,9,45
BAXY Limited,3.9,621,Auto Components,Bhiwadi,2.1k,35,1,54
Jain Irrigation Systems,3.6,619,Agriculture,Jalgaon,2k,32,--,53
CSG International,3.5,619,IT Services & Consulting,Bengaluru,4.4k,61,--,44
DHL Global Forwarding,3.8,619,Logistics,Chennai,3k,39,--,76
Anmol Industries,3.9,619,FMCG,Kolkata,1.9k,69,--,46
Jayaswal Neco Industries Limited,4.1,619,Iron & Steel,Raipur,2.1k,37,16,48
VDA Infosolutions,3.8,618,IT Services & Consulting,Pune,2k,55,--,25
Expleo Group,3.5,618,IT Services & Consulting,Pune,5.9k,50,82,23
Royal Caribbean International,4.1,618,Travel & Tourism,Mumbai,704,34,--,69
EdgeVerve Systems,3.2,618,Software Product,Bengaluru,4.4k,78,36,70
Vindhya e-Info Media,4.0,616,BPO,Bengaluru,1.2k,67,2,36
APL Apollo Tubes,4.1,616,Iron & Steel,Raipur,2k,55,9,24
Hitachi Systems Micro Clinic,4.0,615,IT Services & Consulting,Mumbai,2.6k,32,--,68
Perficient,3.7,615,IT Services & Consulting,Chennai,4.7k,49,13,33
United Colors of Benetton,4.4,615,Fashion & Textile,Gurugram,1.4k,25,2,62
Vedang Cellular Services,3.7,616,Telecom,Mumbai,1.8k,30,12,33
United Colors of Benetton,4.4,615,Fashion & Textile,Gurugram,1.4k,25,2,62
Aurionpro Solutions,3.4,614,Software Product,Mumbai,3.8k,40,10,34
Laxmi Organic Industries,3.6,614,Chemicals,Mahad,2.2k,48,13,51
Hettich,3.5,614,Furniture & Furnishing,Mumbai,2.5k,45,14,42
Kauvery Hospital,3.9,614,Healthcare,Chennai,2.3k,39,42,23
Holiday Inn,3.8,613,Hospitality,New Delhi,1.4k,18,2,75
Lulu International Shopping Mall,3.7,613,Retail,Bengaluru,2.7k,45,--,22
Accion Labs,3.5,613,IT Services & Consulting,Bengaluru,5.1k,86,68,44
Allianz Services,4.0,614,Insurance,Thiruvananthapuram,2.6k,34,4,50
DealShare,3.6,613,Internet,Bengaluru,2.6k,42,--,34
Blackberrys,3.7,612,Fashion & Textile,Gurugram,1.8k,34,4,48
Pathkind Diagnostics Private Limited,4.0,612,Healthcare,New Delhi,1.9k,56,9,45
Equifax,4.0,610,FinTech,Pune,2.8k,130,8,32
Iron Mountain Inc,3.7,611,IT Services & Consulting,Bengaluru,3.3k,35,152,49
Apitoria Pharma,4.2,611,Pharma,Hyderabad,994,42,14,2
MothersonSumi INfotech & Designs,3.4,609,IT Services & Consulting,Noida,3.6k,39,21,56
Carnival Cruise Lines,4.1,609,Travel & Tourism,Mumbai,667,25,--,75
Orra Fine Jewellery,3.5,609,Jewellery,Mumbai,1.8k,53,35,29
Jaipur Rugs,4.2,608,Fashion & Textile,Jaipur,866,73,5,27
Jaipur Rugs,4.2,608,Fashion & Textile,Jaipur,869,73,5,27
IDP Education Limited,3.6,608,Education & Training,Chennai,2.5k,71,12,52
Ambit Finvest,4.0,607,NBFC,Mumbai,2.1k,31,5,20
Inspira Enterprise India Limited,3.6,607,IT Services & Consulting,Mumbai,3.6k,51,4,39
SIS Prosegur Holdings,3.4,608,Law Enforcement & Security,New Delhi,1.5k,21,6,42
Vadilal Industries,4.1,607,FMCG,Ahmedabad,1.8k,38,10,58
Maxicus,3.8,606,BPO,Vadodara,790,135,--,74
NLC India Limited,4.4,605,Metals & Mining,Neyveli,1.3k,32,--,23
Dr. Reddy's Foundation,3.7,605,Non-Profit,Hyderabad,1.8k,58,44,78
Indecomm Global Services,4.3,605,IT Services & Consulting,Bengaluru,2.6k,32,14,54
Colt Technology Services,4.2,605,Hardware & Networking,Gurugram,3.3k,25,16,81
QSpiders,3.7,604,Education & Training,Bengaluru,1.9k,102,--,21
Polaris Consulting,4.2,603,IT Services & Consulting,Hyderabad,2.6k,33,--,86
ArcelorMittal,4.0,603,Iron & Steel,Surat,3.6k,46,9,32
Ascent HR Technologies Private Limited,3.6,603,Software Product,Bengaluru,1.8k,47,15,20
Gandhi Automations,4.0,607,Industrial Machinery,Mumbai,1.3k,48,1,109
Fenesta Building Systems,4.0,603,Building Material,Gurugram,2.1k,41,19,42
Coal India,3.9,602,Metals & Mining,Kolkata,1.9k,54,--,71
HUDL,3.2,601,Software Product,Mumbai,2.1k,64,1,30
SAEL Industries Limited,4.0,601,Power,New Delhi,2.1k,59,47,31
HUDL,3.2,601,Software Product,Mumbai,2.1k,64,1,30
IKF Finance,4.0,602,Financial Services,Hyderabad,1.4k,32,5,25
Medley Pharmaceuticals,3.8,600,Pharma,Mumbai,1.8k,39,14,38
Cvent,3.2,600,Software Product,Gurugram,4.9k,103,55,56
Excitel Broadband,3.7,601,Telecom,New Delhi,2k,60,4,29
Bridge & Roof Co,3.4,599,Engineering & Construction,Kolkata,2.5k,27,--,101
Congruex Asia Pacific,3.7,599,Engineering & Construction,Sahibzada Ajit Singh Nagar,2.2k,75,1,43
Prochant,3.8,599,Analytics & KPO,Chennai,2.5k,75,25,37
PTC,4.2,601,Software Product,Pune,4k,70,19,56
MR.DIY,3.4,598,Retail,Mumbai,1.5k,52,5,14
Affinity Express,2.8,598,Marketing & Advertising,Pune,2.5k,41,4,42
Saudi Aramco,4.4,598,Oil & Gas,Mumbai,1.5k,62,--,76
Sandoz,3.9,598,Pharma,Hyderabad,2.6k,26,--,55
Country Delight,3.9,598,Hospitality,Gurugram,2.6k,45,4,10
Maharashtra State Electricity Distribution Company,4.2,597,Power,Pune,1.2k,25,--,38
Titan Engineering & Automation,3.7,599,Engineering & Construction,Hosur,3.7k,40,18,37
PayU Payments,3.3,597,FinTech,Gurugram,4.5k,70,120,48
Empower,4.0,597,Financial Services,Bengaluru,4.5k,63,40,43
Magma General Insurance Limited,3.7,597,Insurance,Mumbai,2.4k,43,22,38
Crystal Crop Protection,3.8,596,Agro Chemicals,New Delhi,1.9k,25,4,41
ShareChat,3.6,595,Internet,Bengaluru,2.6k,87,7,39
Alcon,3.8,595,Medical Equipment,Bengaluru,3.1k,44,19,50
UTL Solar,3.5,595,Electronics Manufacturing,New Delhi,1.9k,65,34,30
PureSoftware,2.9,595,Software Product,Noida,3.8k,70,17,39
Efs Facilities Services,3.8,595,Facility Management Services,New Delhi,1.4k,42,1,55
Columbia Asia,4.6,594,Healthcare,Bengaluru,1.4k,19,--,98
Vishwa Samudra Engineering,3.6,596,Engineering & Construction,Hyderabad,1.7k,38,5,13
Unified Mentor,4.0,594,IT Services & Consulting,Bengaluru,424,129,4,2
Jubilant Generics,3.9,594,Pharma,Roorkee,2.3k,20,--,71
Ugam Solution,3.5,594,IT Services & Consulting,Mumbai,3.2k,51,--,96
Jindal Poly Films,3.6,594,Packaging,Nashik,2.4k,40,--,52
BUSINESSNEXT,3.4,594,Software Product,Noida,4k,79,14,27
Paramount Health Services Tpa,3.9,593,Insurance,Mumbai,2.3k,36,22,35
McCain Foods,4.0,593,FMCG,Mahesana,1.7k,38,4,47
Capital Numbers Infotech,4.1,593,IT Services & Consulting,Kolkata,1.2k,49,11,88
AVTEC,3.5,592,Auto Components,Hosur,2.1k,26,16,54
Kellogg,4.2,592,FMCG,Mumbai,2.3k,31,5,72
Axiscades,3.2,592,IT Services & Consulting,Bengaluru,3.8k,65,6,32
Matrimonialsindia,4.9,592,Internet,New Delhi,117,13,--,6
Prestige Group,4.3,592,Real Estate,Bengaluru,2.7k,51,15,52
BEML,3.6,591,Industrial Machinery,Bengaluru,1.7k,30,--,58
Damco Solutions,3.4,591,IT Services & Consulting,Noida,2.3k,45,66,23
Army Public School,4.0,591,Education & Training,New Delhi,1.2k,44,1,54
Voyants Solutions,3.6,590,Engineering & Construction,Gurugram,1.7k,60,229,25
smartData Enterprises,3.8,590,IT Services & Consulting,Nagpur,1.6k,72,7,78
Andritz Hydro Location India,3.9,590,Industrial Machinery,Chennai,2.9k,36,2,47
AM Infoweb,3.9,590,BPO,Pune,1.5k,97,18,68
NAV Backoffice,3.9,590,Accounting & Auditing,Jaipur,2.6k,38,--,28
J K Fenner,3.8,589,Engineering & Construction,Chennai,2.1k,38,11,45
Maxop Engineering Co.,4.1,589,Auto Components,Gurugram,2.4k,49,2,30
Western Refrigeration,3.8,589,Industrial Machinery,Vapi,2.4k,42,40,40
Wood Group,3.8,589,Engineering & Construction,Chennai,2.9k,68,107,27
Datamatics Business Solutions,3.3,588,Management Consulting,Mumbai,2.6k,48,13,33
Genesys International Corporation,3.2,587,IT Services & Consulting,Mumbai,2.3k,24,5,53
Baker Hughes,4.0,587,Oil & Gas,Bengaluru,4.1k,65,126,62
Hilton,4.2,587,Hospitality,Bengaluru,1.5k,29,246,68
Hitachi Cash Management Services,3.1,587,Other,Mumbai,1.4k,44,13,35
Mahendra NextWealth IT,3.3,587,IT Services & Consulting,Salem,2k,26,12,19
Quest Retail Private Limited,3.9,586,Retail,Gurugram,934,16,2,237
Icl Fincorp,4.7,585,NBFC,Thrissur,650,143,5,1
Lear Corporation,4.0,584,Auto Components,Pune,3k,25,2,66
Hitachi Systems,4.0,584,IT Services & Consulting,Mumbai,3.1k,21,6,6
Dishman Carbogen Amcis,3.6,583,Pharma,Ahmedabad,2.1k,38,25,35
Applied Materials,3.7,583,Semiconductors,Bengaluru,5k,91,182,62
Bajaj Consumer Care,3.8,583,FMCG,Mumbai,1.6k,34,7,45
Toyota Industries Engine India,4.3,583,Auto Components,Bengaluru,1.6k,32,--,69
Marelli,3.5,584,Auto Components,Gurugram,2.9k,49,28,74
FiveS Digital,3.3,583,BPO,Jamshedpur,1.5k,59,4,8
TSYS|Total System Services,4.1,582,FinTech,Pune,4.3k,68,15,10
Paras Dairy,3.5,581,Food Processing,New Delhi,1.7k,33,6,51
AVIOM,4.0,582,NBFC,New Delhi,1.2k,32,1,14
Kirloskar Pneumatic,4.0,581,Industrial Machinery,Pune,2.7k,41,1,45
Infotact Solutions,4.4,583,IT Services & Consulting,Bengaluru,57,139,--,19
GAMMON INDIA,3.8,580,Engineering & Construction,Mumbai,1.1k,32,1,75
Transport Corporation Of India,3.8,580,Logistics,Gurugram,2k,39,--,61
Harman Finochem,3.6,579,Pharma,Chhatrapati Sambhajinagar,3k,45,28,35
DB Schenker,4.3,580,Logistics,Gurugram,2.3k,26,--,47
HBL Power Systems,4.0,578,Electrical Equipment,Hyderabad,2.2k,34,10,56
WPP Media,3.5,578,Marketing & Advertising,Gurugram,4.3k,46,12,38
"DATAMARK, Inc.",3.5,578,BPO,Chennai,1.8k,37,50,43
Amway India Enterprises,4.1,578,Fitness & Wellness,Gurugram,2.1k,19,23,83
Navin Fluorine International,3.8,577,Chemicals,Surat,2.8k,30,6,43
Carlsberg,3.9,577,Beverage,Gurugram,1.9k,41,16,59
Haldiram Snacks,3.8,578,Food Processing,Noida,1.9k,25,23,4
Levi Strauss & Co.,4.2,577,Fashion & Textile,Bengaluru,2.1k,34,25,66
WayCool Foods and Products,3.4,577,FMCG,Chennai,2.8k,43,--,34
Amara Raja Infra,4.0,577,Engineering & Construction,Hyderabad,1.7k,61,--,20
SoftAge Information Technology,3.6,575,IT Services & Consulting,Gurugram,975,24,6,63
LendingKart,3.6,575,NBFC,Ahmedabad,2.7k,39,68,23
Innovaccer,2.6,574,Software Product,Noida,3.8k,99,25,34
MITS Global Consulting,4.5,574,Recruitment,Mumbai,948,46,--,105
Larsen & Toubro Group,4.0,574,Engineering & Construction,Chennai,1.1k,96,--,48
Solara Active Pharma Sciences,3.7,574,Pharma,Visakhapatnam,2.8k,45,2,55
Head Field Solutions,4.4,573,Recruitment,Noida,1.4k,67,--,26
Renault,3.9,573,Automobile,Chennai,2k,34,--,45
GSPANN Technologies,4.0,573,IT Services & Consulting,Hyderabad,3.8k,53,69,34
L & W Constructions,4.0,573,Engineering & Construction,Bengaluru,1.8k,29,--,41
AVEVA,3.9,573,Software Product,Hyderabad,1.9k,31,51,302
Macawber Beekay,4.2,571,Industrial Machinery,Noida,1.8k,28,21,64
Toothsi,2.6,571,Internet,Mumbai,2.2k,67,--,18
Allianz Partners,3.6,571,Insurance,Gurugram,2.8k,40,--,35
Virtual Employee,3.2,571,Recruitment,Noida,3.2k,53,--,53
The Times of India,3.6,570,Media & Entertainment,New Delhi,2.9k,47,1,52
Vimta Labs,3.3,570,Clinical Research,Hyderabad,2.2k,43,7,59
Roop Polymers,3.9,570,Auto Components,Gurugram,1.8k,33,17,42
Bharat Fritz Werner,3.9,570,Industrial Machinery,Bengaluru,2.5k,34,12,51
My Home Constructions,4.3,569,Real Estate,Hyderabad,2.3k,35,7,32
Craftsman Automation,3.7,569,Auto Components,Coimbatore,2.5k,24,--,57
Statusneo,4.1,569,IT Services & Consulting,Gurugram,1.8k,182,77,58
National Australia Bank,3.0,569,Banking,Gurugram,4.5k,61,5,13
Kellogg Brown and Root,4.1,569,Engineering & Construction,Chennai,2.4k,42,77,57
MUTHOOT HOMEFIN (I) LTD.,3.8,568,NBFC,Mumbai,1.5k,35,4,14
Herbalife International,4.1,568,Healthcare,Bengaluru,2.7k,31,8,44
Saksoft,3.4,567,IT Services & Consulting,Bengaluru,3.6k,54,8,23
RAK Ceramics,3.6,568,Building Material,Mumbai,1.8k,36,13,49
Micromax Informatics,3.9,567,Consumer Electronics & Appliances,New Delhi,1.3k,23,--,90
United Spirits,4.0,567,Beverage,Bengaluru,1.5k,15,5,69
Innominds Software,3.2,567,IT Services & Consulting,Hyderabad,4.8k,49,100,29
Enco Engineers Combine,3.7,566,Auto Components,Gurugram,1.6k,36,--,40
Brigade Group,4.1,566,Real Estate,Bengaluru,2.8k,46,124,43
Innovatiview India Ltd,4.2,566,Emerging Technologies,Noida,1.4k,82,20,32
Tracxn,2.5,565,Internet,Bengaluru,2.4k,116,57,37
Regalix,2.7,565,Marketing & Advertising,Hyderabad,2.9k,59,65,49
Sulzer,3.8,565,Industrial Machinery,Pune,2.8k,36,4,62
PC Solutions,4.4,564,IT Services & Consulting,New Delhi,1.3k,81,5,65
Unimoni,3.9,564,Travel & Tourism,Chennai,2k,19,--,26
Artemis Hospitals,4.1,566,Healthcare,Gurugram,1.6k,20,16,50
BLK Super Speciality Hospital,3.9,564,Healthcare,New Delhi,1.5k,37,--,38
Practo,2.9,563,Internet,Bengaluru,3.1k,83,16,58
Yokohama,3.5,563,Auto Components,Bahadurgarh,2.1k,28,4,60
Welspun Enterprises,4.1,562,Engineering & Construction,Mumbai,1.9k,54,14,41
Legrand,3.7,562,Electrical Equipment,Mumbai,2.4k,34,--,42
Offshore Infrastructures,4.1,561,Engineering & Construction,Mumbai,1.7k,28,--,62
DFM Foods,4.0,561,FMCG,New Delhi,1.7k,38,9,40
Fena,4.0,562,FMCG,New Delhi,1.5k,34,27,41
Courtyard by Marriott,4.3,561,Hospitality,Mumbai,1.1k,25,--,84
RuralShores,3.7,561,BPO,Bengaluru,1.2k,24,3,56
Indian Bank,3.4,560,Banking,Chennai,2k,28,--,35
Micron Electricals,4.1,560,Engineering & Construction,Bengaluru,2.3k,39,2,26
Ralson Tyres Limited,3.7,559,Auto Components,Ludhiana,2.3k,49,10,31
Vidal Health Insurance,3.5,560,Insurance,Bengaluru,2k,22,--,15
Kidzee,4.0,558,EdTech,Kolkata,1.1k,26,2,44
BOBCARD Ltd.,4.0,558,NBFC,Mumbai,1.4k,30,90,21
GUS Education India,3.1,558,Education & Training,Hyderabad,2.2k,53,28,20
Mobikwik,3.3,557,FinTech,Gurugram,2.7k,66,22,28
Hi Tech Gears,3.9,557,Auto Components,Bhiwadi,2.1k,34,11,63
Tuaman Engineering,4.3,557,Engineering & Construction,Kolkata,1.6k,79,--,42
Zolo,3.3,557,Internet,Bengaluru,2.2k,62,5,36
Sterling,4.0,556,Healthcare,Mumbai,1.1k,39,--,64
ThoughtSol Infotech Limited,4.6,559,IT Services & Consulting,New Delhi,641,109,8,23
Propertypistol Realty,3.8,557,Internet,Mumbai,2k,80,55,17
Voya India,3.7,557,Financial Services,Bengaluru,3.3k,31,33,10
Eicher Motors,4.0,557,Automobile,Indore,1.6k,45,--,47
NMDC Limited,4.1,555,Metals & Mining,Jagdalpur,2.1k,46,--,20
Dr. Agarwal's Eye Hospital,3.8,555,Healthcare,Chennai,1.8k,39,62,36
Insolutions Global,3.3,555,FinTech,Mumbai,2.9k,38,12,26
Inox Wind,3.8,555,Power,Noida,1.7k,50,4,71
Sanmina Sci,4.1,556,Electronics Manufacturing,Chennai,2.8k,35,30,48
Scaler Academy,3.5,555,EdTech,Bengaluru,2.6k,92,12,81
FMC Corporation,3.9,555,Agro Chemicals,Bharuch,1.8k,42,1,48
Capital Business Systems,3.5,554,IT Services & Consulting,New Delhi,1.7k,37,3,7
Dusters Total Solutions Services,3.9,554,Facility Management Services,Bengaluru,1.6k,21,3,38
General Motors,4.0,554,Automobile,Pune,2.1k,35,17,85
Adda 247,3.4,554,EdTech,Gurugram,2k,82,29,19
Aptus Value Housing Finance India,4.0,554,NBFC,Chennai,1.4k,23,3,33
Gayatri Projects,4.0,553,Engineering & Construction,Hyderabad,1.8k,40,11,73
Hafele,3.9,553,Furniture & Furnishing,Mumbai,2.3k,32,3,65
Pitti Engineering,3.7,553,Industrial Machinery,Hyderabad,2.1k,30,--,51
Pierian Services,3.2,554,Management Consulting,Bengaluru,3k,41,40,22
RadiSys,3.8,553,Telecom,Bengaluru,2.5k,52,--,55
Utility Powertech,3.9,553,Power,New Delhi,1.8k,30,--,34
Emaar India Limited,3.5,553,Real Estate,Gurugram,2.5k,30,--,42
Z X Learning,4.3,553,EdTech,Lucknow,364,44,--,177
Spectrum Talent Management,3.6,552,Recruitment,Noida,2.1k,39,36,30
Bharat Gears,4.0,551,Auto Components,Faridabad,2.1k,28,3,44
